ID,Puzzle,Difficulty
2480,....5..6.4......9.1.9...3.23..9.81..5....17...2......3.7..64............645......,2.8
2481,.3...1.....6..547.........6.6.7....1....5..8.45.......8...6..9.2.49...........1.3,2.8
2482,.......3....76...2.3......9..7..581.68.......1...7.326.15.38.............9.45....,2.8
2483,..........1.....4...9.3..1.....7.6..8..19.2...916.......38....4..7..31...5..1.72.,2.8
2484,........12..64.9..8....5.4..3..6...4..6.......29..7......7...9......25..1.3....8.,2.8
2485,...4.6..28.61.2..............4.....5..2....9.....5.1.....91..8.59....3..1...8..7.,2.8
2486,1..2.......8.3..1...4...9.789......6.....81....3.7........9.5......1.87.3.1..6.2.,2.8
2487,........928.63...7..572.3.......1......8...12.17.9.45......67..5....4....2.9.....,2.8
2488,...9...6..61...9.8.4.....7.7..6..8....2.3..56..57....1.8...75...76....3....2.....,2.8
2489,2.5.7..96.8..5.2....1...85.6..9......9.....744.2....8.1............14...7...2.3..,2.8
2490,..95..2...8.....1......26..2..83...64....5.9..1..6..4.9...7...4.3........57.....1,2.8
2491,1......735432....6..2.........67..9..........62..4.7......6..18.7...8.5...94.5...,2.8
2492,...3..87..5..4...........2......671.69....38....7....4..15.2......68....93...72..,2.8
2493,.9...32..7.6.....35.1.6..84...8.6..5....5...76.....3...5.....282...48.......7....,2.8
2494,.7..5..8...1......3....96.51.23..5...3..879..7.....1.....8.2......476.1.........7,2.8
2495,..2...4..51...9.8..7326...99..3...763.5...1.4....2.......697.3....8.........1....,2.8
2496,.6.........1...3....2.548.....8..4.3.2.56...1....7.2....9.....84....7....36.1...2,2.8
2497,..3.27.........5178..5.........7......89.27.4.3....82.452..6..9........1..1.9.4..,2.8
2498,...1..98.........43..9.5.1..1..7.4...4...9.......6..3929..4.......6.....6.82....7,2.8
2499,6..3.4....91..7.......8...5.1.....927...5.3....2....5....1..63.346.......7....8..,2.8
2500,........9.1..6..8.4..5.3.7.1.....8..6.38..2.7.2..4...62....4.......579..8..1.....,2.8
2501,.....48.6.......3..2.3.7..5.43.....8.1..98.4...5.....1..9...5..6...........1.3..7,2.8
2502,.....54....9.17.28..12.6......7......3.....1952...9.......3..8..68......7.....9.6,2.8
2503,3....4.1...51....94..6....72....58.454..8......1.....3.2.74....6.8.92............,2.8
2504,..52...4.1......7.72....5.6...5.....97.....2.5..3..91.....86....1......7.....48.3,2.8
2505,..8..3...1.....2.....5.9.7..3.7.....62....4......9.56.....8..1..4...7..2...9..8..,2.8
2506,..3.5....24.........6..39.81..6.5..7.38..25.4...7.....38..2.7.....5...4.....9...1,2.8
2507,..2.76.8...........81....3..4....2.....16....9...27....5...1.6.6.45.3..71.....9..,2.8
2508,....5....5....8..1..2.14..7.....7..3.1..26..9..4....7..7.9..81..3...1..4...5.....,2.8
2509,.1..74.3.82.6......3...1.....43..1......529.4.......7...874..1..918.............6,2.8
2510,......6.1...6.9..7.5..1.3....9.4.8..7..2.19...8...3...615..........3..2..4.5.....,2.8
2511,7...........358..2.5..7936...7.8.9.5.......2...4..............7419..5..3..31..5..,2.8
2512,.486...2.......3....9.....4.1...8...96..4......2.93...6.....7.27....9.......8...1,2.8
2513,.3...29..4.......7....1....2.64...5..48...2.95.....7.....1.5...85.23......9..7..8,2.8
2514,..4.9..........36231.........26.9.4.84...2..39.5..82....74..9......8........57...,2.8
2515,...4.2.7..72.............51.1..63........57.9.9....8........4...2..17.6.7....9..3,2.8
2516,.....35..13..5.46..7..2....8...6.....6...53.95.....7.....9.7.4.....4.......6....1,2.8
2517,..6.8.....15...7.28...37....5.6..1....1......6....34....8..9..5...36..1.4....5.2.,2.8
2518,8....56.1..1......5...4...33..45...7.8.2.64.....9...3..6.....75.54.8..........1..,2.8
2519,.89.6.5....7.....3...9..2.....34....5...8....9....631...1...72..5......1.73...6..,2.8
2520,5..1..6...2...84..7....9...9..7.........6....2.1.....4....2........4...96..81.72.,2.8
2521,.3...........19.73..67..15...89...4..5...4.6..4...13........29...9.32......8.....,2.8
2522,257..8.3....7....4.....25....35....6..8..7.9..7........3.16.2...........842...3..,2.8
2523,....7.....4..8.1..27.194.8......96.....8...9.9.3.46....1.2....8......5...24.6....,2.8
2524,4.......5.6........8..394.......48.....71.3...5......2......2.6.....1.896.24...7.,2.8
2525,...2...4.2.3.......94..7.....2.9..1463..5.7.....3....94.1...........8..2....7.9..,2.8
2526,18....5.3.543...28.....6......75.4.......12..3....89.....4.3.....8.....5.6.....4.,2.8
2527,.....6....56.7....73....1...8...7.122.4.8....1......49....2..7....84.5.65........,2.8
2528,2......93.....42....493..6.6.....9.7.8..1...5...8......1...7...4....6.5..9......4,2.8
2529,2........7....153..9....2..3.......7.85....14..45.8......49.1.....6.7..8.4...5...,2.8
2530,5...9..4....4.17...4..7.2..........121...9.....36..9.83......5.9.1...8...6......4,2.8
2531,5.3.......96...1.747.....6..3.5.2.4...94..2...6.8...3..4..8.........7......61...9,2.8
2532,.6.......8....29.5.....3.4...536.8.2.271.......1..4.6....4..15.4.8.7...3.....9...,2.8
2533,.6...9.3...1..35.9....5.8......357..6...2......3.8..45..8...1...9...84..2.7....5.,2.8
2534,2.....5.35...927...7...6....9..27...43..192......4..9.....7.6.2...1..........3.51,2.8
2535,4...3...........8.57..4.2.91.4........5498..7...1..8..2...6..7....95.4.........2.,2.8
2536,8.54....931..7.....4.32.......2.39..98.6.............1........7..2.581.4.3......2,2.8
2537,.....6.95..8...6.....27..1...749....8.9.3.5..5....8...35.....6.........71.4....2.,2.8
2538,71.6....5.28....6.6....7.8....8.5.4........7..53...2...8.9....747...13..5..7.....,2.8
2539,............3...686..7..5..4...7.....8.5.23.1..6...2.7..2.5..9..1.2.....9....47..,2.8
2540,.81....92..2......45...9......71.2.3...2..4.97.......1....5....6.4....5..7.9.8.2.,2.8
2541,......63.6..3....82...8....79...8...1...97..2..6....5......3.4..4..2.9..9.7...2..,2.8
2542,.2..6.5.8..3..5..............6..8....7...49....89...41...5..3.6.64.2.....9.1..2..,2.8
2543,9........5.7....1..1.4.9......67..3......47..8.53..2......6.8...63..217.1.8...3..,2.8
2544,...9.....1...854...87..32....2.9..4..1.......8..56.3.25....1....2.6...7.7.6.3....,2.8
2545,4..3.9.......2..86.....4..31.2........75...21....3.....21.9.....46....9.8......7.,2.8
2546,752.3.49..6.....3....1..7....47.....9..35..7.....4.8.......1....8.2..3....9.7....,2.8
2547,...........42563.8.8..9..........8....1..9..22..4..5....6.....43...78.9.9...3....,2.8
2548,....8...91.....6...3..59.......43.2...4....86.....85..6....1....1.9..2....92...4.,2.8
2549,........4....357.6.257.68....3.745.2..2......4..9.......4.8...9....5..8...8..93..,2.8
2550,..7..4...8..9..3.1..9..167...5..27..9....8...2..5....9..42.5.9.51.4.............6,2.8
2551,...24.1.67.5.3...9.......3.2..8.59..9......6.4...7......4......5187.4.......9.8..,2.8
2552,..74....5..1.9.3..42.3......9......4....8...38.4...17.6....2.9.2....9....1....2.7,2.8
2553,...6.....456..1.2...17..8...49..3..8....6..1.5....9....3....5.....1.....2.8.3..4.,2.8
2554,.96...8.5....8......3.9.......3.1......5..4.2.81..4...4....2..6......7..72.....84,2.8
2555,.7..52.6.1..76......3.........5.9..16...735.............7235.9..4.1...8.3.2......,2.8
2556,.5.9..6..3...6..19...5...7...41..........5...9.3...12.7.....8.4...3...5..4...27..,2.8
2557,..5..2.6..8.346...4...5.1...........72.598.....4...27...6.7...3.........13......4,2.8
2558,.6.1..9..8..346.........4..13............9.1...7.....24...718.9.9...3...6...58..3,2.8
2559,..3..........15.9...9...15......83....7..2.6.8..1.6...7..8..62..3.6..7.44........,2.8
2560,....6.4....3.....25..9.....8...4...6..7.5.9..1...8..7..2....3.7...1..6..68.3.....,2.8
2561,71......3...45....8......2..3.8.7.4.2.....61...7.2.5..6..38...1.2.7.......8......,2.8
2562,..6...49.8...2......7....5...8.7........3.5.17.4.9.2........3.7...4.3.....2......,2.8
2563,5..2..4..7..4.3..1....9...6..175....6....9...8...6.5.9......863.2......4..7......,2.8
2564,1.......4..9.4.....37..19..2...5...8...6..32.....14..6......21......9.8...57.....,2.8
2565,6.9.2..158.........5...9..279.83.2..1.....8..2...4...7...7...49.......5..6..9....,2.8
2566,...4.73.2...9.....1.....6.8.78...1.951...82.4.6........5.149...2.............5..1,2.8
2567,..1.6.....281...7........91...8.73...1....4.........26....9.2..2....3...54...1.39,2.8
2568,5.........1..4.3...9....8.77..1..6.8..4..7.......561.....97......3.....6...2.5.9.,2.8
2569,.2...7..1.7.6......43....5....1..548....3......5..9.2....8.....9....2.....2.5..34,2.8
2570,9..5...1..7..1......8......86...2....2.9.7.....3...2.......16.4..7..5.8...98...31,2.8
2571,9..2......5..78.6..7..9...3...8..1.4..6..4.7......5.2..3.6....2...........14..95.,2.8
2572,.8...6...4........56..2........8..269...7...5..7..5..9.3...854..7.9.......4...1..,2.8
2573,.7.4.6....4.9...3..8..5.2...9......8...1.9..7.......5...32.8....1.....4.8......23,2.8
2574,4.6..18..38.54.....9...2.........3......14...6..95..725....97.3.......8...7.2.1..,2.8
2575,...9.4..7...6...8..8....65..54.2.....21...46.8.....7.....1....39...5...85......9.,2.8
2576,.....3..819..4...2..5...7...........58.7....9....21.63..9.3.....1...64...7.....8.,2.8
2577,9....84..5.4....2...39..56..4..8..5..9.3.2.7.....4.2...7.........8.....71......9.,2.8
2578,....5.....4....1....3...4.68...3.9.2...69....3.6.2..8......7..3..21..5...5..4....,2.8
2579,16...93..........6.4..8.....84..2.9.25..........3..2....8..415...12....4.9.7...6.,2.8
2580,.2..5.6....6..3...7....4.935...92..1...8...3......78..25......7......168....7....,2.8
2581,...5..6...678..4....4....3.1....59..3...7..4.........298..6...5.3...8........3.2.,2.8
2582,.....2.53.6..879.1...1.......341....1.9........8......4..7....9.5..612...9.....3.,2.8
2583,7...2..4.............593....2....5.....8.6..318...74...7....6.89....8.3.6........,2.8
2584,...5...1.....42.6.2..1...47..5.......9..2.8....68.4..2.....169.1.4.......8..6....,2.8
2585,...5.6.3.4.9.......6..9.4...8.2...71..1.....83..9..5.....15.29..1......7..4.7....,2.8
2586,.2.......6.4....8..9......17....4.92.62..1...........3...6...2..5.3.9.179..75...8,2.8
2587,.....4..2623..19......6.....1.62.....6.9.3...5.......8....327....7....418........,2.8
2588,....34.5....5.....93.2....7.57....8......29..2...6.3..7..1.......6........4.7862.,2.8
2589,98.2.31..12......5........883.........5...8.6....94..2...96...1..2.7.....5..32...,2.8
2590,.5.....8..6...3..21.....79.....2.3....83..4..4.5....21.....6......4..1.7.71.9....,2.8
2591,..4....2.67....8.....8254.65.12.9....2.....1....3........96.1..1...7...4....4.3..,2.8
2592,.4....72...........5...4.69..29..6...9..17...7.53......23.....8..8..59.......2.4.,2.8
2593,.6....82......8.51..3..46..4..9.1.....67..1....5.....6..71.........29...2......4.,2.8
2594,3...7.....5.2.6.9.......24...9........6.5.7...2.73...6.....1...8...9.........4.8.,2.8
2595,.9...63.5....7....24..897.....8.2.93.5.1.......9........2...1..8...6...2.6...4...,2.8
2596,..714.....3..2.........851.68.27....279....6.4...5....7.....846.....5......8.....,2.8
2597,..7..5...3...1......84....9....24.3.9....6.....37..41.8.6.....74....1...72.5.....,2.8
2598,78...3........6.155...7.........7......61..8.......6.2..95.43....5..1..48.7....2.,2.8
2599,..9......84........67...14.1..2..963.2.3.1..5.8...9.........3.....76..8..7..9.5..,2.8
2600,..1......5.2....9....4..3.......3..139.15.7..8.....4..25......67..2........986...,2.8
2601,..97.....58...69....1...4....7....8..4..5.........3.2..743....8.25....61.1..8....,2.8
2602,....8......94..5.....1.5.26.......4.7..51.2...15..6...97..2.........7.8.6....9...,2.8
2603,..5......2......4..1....97.4..6..1.2..8..3....3.29..6.3..52.........7.9...1.....4,2.8
2604,.65...87..........8.94...3....6....319...8.......5...7..2..5...4....12.8..8.2..6.,2.8
2605,...7.....32......8.54...9..2.39.......6.3.1.......7.8.67.8....2..9.........6...37,2.8
2606,......2...73........52....9...8..4...46..9.1..5..1..6.8....4....1..3..8..2....7.6,2.8
2607,9..7.....1...5...8.56....9..6.23.....4....6..5..84...9....89..4.32..............5,2.8
2608,.....3.6.5.2....4934....5.7..5.2.6.3.3......8....14.7.8....9...7...4..3...42.....,2.8
2609,..58.6..3.....7...9.....4.....6.....1.248.9...74...1...1.......8..9...2...9.328..,2.8
2610,.3.87...1.2....6..7....9...6....7.2.....1..3.8.9.3...6...7...85.............5.219,2.8
2611,....67.4.4.1.3......2.....665.84.7.....5.....7.......2.3.....8.8......15.....42.3,2.8
2612,7.12.........1.4.....7.38....5.6.1..9.23...67...8............1.6.9......2.3.....9,2.8
2613,.3....9......93....47....2..95.....3.......186..8.2........74.54.8.6.......2...3.,2.8
2614,.3.26.19..42..7.6....3...........532.....8....54.....1.25..49.8.68....1..........,2.8
2615,7.9...3.2....7...9..1...5...1.3....7.....2..64.2.8........59.2.2.51..9......6...3,2.8
2616,.6.9587.......2...2....78.5...2..9.7....3..1...3...6..8............46..294.......,2.8
2617,......84...13....22....6.9.6.95.3..71.47..2...........5..4......1..3......816.7.5,2.8
2618,.627.....5....2.....1..5......58.7.96...9..843.....2..19.35.....5.....7....8..6..,2.8
2619,7..........5.78..4..2...56..5.9....8.3.6..4......3..7..79.8..1.581............2..,2.8
2620,..29.4.....1....5.8.....7.31.......86.75.......97...2.2..815.6.7....2.1.....7....,2.8
2621,..63..2.7............6.9...3.2...5.65.............4.194...6..7.19..82.6.6..1.....,2.8
2622,.4.1.....5...7.4..6.8.4.....1.8....68..63..1...92............43.8...29.52........,2.8
2623,4..872....9.....4.5........8.1..4.93.6......79..7..85.....5........18.3.7.2.4....,2.8
2624,.9...1.451...94.8...852.9..8.3.4...9......5..6.......3...1...52....59.7..2...8...,2.8
2625,.....8..73.5.6.8.....2951...6.9.....7.38....69..6..7526........2.9.4.......5...4.,2.8
2626,279.....4......3...467.29..7...1.....3....2....826..3....9..8...62.74..5.......4.,2.8
2627,9.3...5.......6.2...71.2..817..6......8.....3....9..4.651.73......6......8.....5.,2.8
2628,4.......2...6.3.....8.27...7.9.3.48..6......5....1.......8....462....71...5.723..,2.8
2629,....59....4.1...5..92.4...7..67..84...8..2...1.........815.........1...39...26...,2.8
2630,.2183.....8....4.9....24...........2..6..8.1.2...4.8.......3..869......1.3.7..26.,2.8
2631,..36...4..6.4.5.1..5..2....2.....43.8.75...6.9....8...........3....9.7.....3..6..,2.8
2632,.9.4.............21.47.3.......5..1..4..8..2.5..614....6..71.....2....769.5.....8,2.8
2633,.4.9.....9..82...5..7.64....8...23......58.2.4......1......6...71....28...35..4..,2.8
2634,7...4.39..9.8.2...3.......6..3..98..2...81.4........6....1..4...35..4....2...31.9,2.8
2635,..64...1..9..75..6.5.9....4...1..6...62...9....53..4.......7....48......1....3...,2.8
2636,....81.....89..1..4..2....7....2..35.....374.7.......6....9..6154.8....2.2...4...,2.8
2637,1...8..9.....3.5...9.2.63..43....8.758......6..7......27...5..9...6........3...25,2.8
2638,.......46..52..87.3.67..2.....1.6.......47.....2.9.......97...54........5....319.,2.8
2639,8...93...........9.7....4...4.1.7.6...82.....1.....5.4...6521.............54.92.7,2.8
2640,..89.........7.36......2..7..71..5.424...5...5..........5..9..8.6.4.7.2..8....4..,2.8
2641,..7....8.9.....4.54..8...91.23.9......4.......8.7..6......6..1.....5326...64....7,2.8
2642,.7.....8.81.3.25.72....8....6....4..58.6...........73.74.2.........5.1..1....7342,2.8
2643,.2..6....3..27.4...8.53.6.2.71....9.....2..4.53...8.....9....3.......8.96..3.....,2.8
2644,.9....5.1..63........6..72..6......8.....56....4..69...12..73..4...8....5....1...,2.8
2645,...73....4....1.8...7.8..15..5.267...6....8.........5.6.4..3..1.....54..3..2..5..,2.8
2646,.......94...16.8..9..4..5..7...9...68.4...2...6.3..1......86.....1.4.....5.....83,2.8
2647,.35.......67.8..2.........6.....3.9.3...1.5.7.2.7.93....1....48.8...79..2.....1..,2.8
2648,5..2.......76.8..34.6.3...26..7..8.9....2.1..2.1.6......5....36...9.5.....2.....8,2.8
2649,7.8..........46.1....5....3.....1..52.16......8...9..65.6..23.1.1....25......49..,2.8
2650,..4...529...7.2....8..5....5..12......8...29.69......4..3...6.....687..1........8,2.8
2651,.....5.1....3.69.......26833.985.....5....3..1..2...4..2..387...7..........1...94,2.8
2652,...3.......1.46.9..43.9.....6..27.14....3..2..9......64.....8.....5..16...5.1..3.,2.8
2653,7.........1.28.....89......1..........57.14....45.23.9......9.....17463.6...3...5,2.8
2654,8....3.97....4....5.....4.6..4.97.1...9....8.31...8....2..7.6......8.3.1...6...2.,2.8
2655,..1...2.......7.8..6.9.8..743...6.........8..9.8.4.6..72.....31..4..3...6..7...2.,2.8
2656,6...7...8...8.2..1...64.....6...75.4....6....1.9....87.7.........6...23..53..9.4.,2.8
2657,8..3...2.1..98.5..39....18...276..547.8.1.....4...........9.....6.....12....46...,2.8
2658,..9..2.1.832.....4........3...2.48.....3...7....9765........1..9.5...6..476....9.,2.8
2659,12.6.7...8...9.1...3..2.9.....26...5.........7.34....24.5.1..8....9..6....7....5.,2.8
2660,.1..8.62......7......39....9.28....11.....2.7.5.9...4............6..4.......1..83,2.8
2661,..9.4.73.5...1.....42..8...3..9.1..5..4......2......1..3.....4.....35........2..9,2.8
2662,....7.....2.6.89..4....531.28..4....1..5...23.9.......6.......9...8...45....26...,2.8
2663,.57..28.....3...79..8..1....2......7.......365....8.9..9..2...8.4..17...2.16.....,2.8
2664,.....6.4.6.......3..3.......9..13.....86.4..5.7...8..4.8....91.....4..3.1..25....,2.8
2665,.2.8.3...4.9.......1..6.......9.....2.....1.6.681....795.4....1...38.54.......2..,2.8
2666,..172.3...........5.......74.....81.3.7..14.58...6.....835.4.......7....694..8...,2.8
2667,..9.....43.14......57.6..2..8....6.....1...3...38..9.5.....87...3.5....2.1.6.4...,2.8
2668,.8....6....4....8..73.8...1...267..51..5.......2.4.....2....8....7..4..6.3.67.5..,2.8
2669,...7..84.6.4.18....8...25......3.6.....2..1832........4.1....7...6.......7.5..21.,2.8
2670,..14...92..8....1.2....546..3.....2...52..7......786.1.....9.....2.....84..78....,2.8
2671,..54...91.....6...87.....3.....3..8....5.9..2..78..5...3....1.4.2.......5..1.4..3,2.8
2672,.5..81..9...4....51..9...639.......15..82......3..7...........2.7..435...6..5..7.,2.8
2673,.67.........93...1...612....36.4..8.......5..5...234......6.....48..5..937...4...,2.8
2674,..6.4.....8....492...5...16.......4.15...8....94.3...8.3..6......239....8...12.6.,2.8
2675,72......6....6.42..5...4......1....8.9..7......3..5...4...31.....9..7.5.63...9..2,2.8
2676,.....3.6.37.6.2......9.7.....5..6.7.7...3.251..8.....46............5.8...84...1..,2.8
2677,....1..8..27...4...6...45....985.6..7.8................5..87..2...4....91.3..9.4.,2.8
2678,...41..8..98....177......6..87..1...4..79............3.75...9.....2.4.....2.8.6..,2.8
2679,6..3..2.8.....7.6.3.9........41.5.9....7......16....452....89...........5..26..7.,2.8
2680,.8..4.9.3.1.8..........2...8....5..9....9.23.4.6....7.7.2...1......17.6....5....4,2.8
2681,.4....2.8....6.5....241....38....95..59.3.1....16......9...6..........3...829..7.,2.8
2682,..34....75...1.....9...53...2.6...79.7.5.4..1....3.64..4.8.........7....8.6......,2.8
2683,...7.3...6.8............15..4.3..2..1....4..8..79...65.7..6..1....8.7...5.9.2....,2.8
2684,26...93....58...1...........7..61.....1..4..8...9...5...21..5...1.3.7.49......6..,2.8
2685,..7.8..3....4.....15....82......4..1.7.82.46.8...9.....1...6...3....5.4.5...4...2,2.8
2686,....76....674..2..4.8....3........5.3...5...15..7.4......5.9.6...6.......5.1..87.,2.8
2687,2..73....7.......9.3...6.......8125..5.3.96.1..8.6.9..91....5.......3.....62.5..4,2.8
2688,.........5..9.1....192....3.9....52....1.83..1...4...7.34...28.......4..26.......,2.8
2689,..967....3...297......452.95......3..........24..3.1....87..3.11...6...2......65.,2.8
2690,82.5.......5....6.4.9...7.......8..13.....28......64...84.9..3.....8...9..64.25..,2.8
2691,5...9...8.1...67....9....6..531...4...2...5.3......1...4..7.......35..2......439.,2.8
2692,.4..7...52.....6.8..1....39.2..14...8.....364...5.6........3....8.2........15...6,2.8
2693,...2....4...1.9.2..3...89..6........58.7....639....1......5...1...67.84..5...267.,2.8
2694,..9..6....3....6..4....9.52....543....237...4...9..1...2.7...3...8..5..6.9.4.....,2.8
2695,.6.....29..3.........2.9.5412.9.8...6...........4.12....4....16....8.5.....5...8.,2.8
2696,.9...3...3.1.8...7..86......3.71.2......94.8.......46.6....15.....3....2.2...713.,2.8
2697,...........2.3...1.354.8...2...8.......64.2.8..3...9.68..3.5.....68...7..5..9..4.,2.8
2698,......6.............54.8.3.5.7..6...9..3..4...6..8.2........92.89..6....4...271.8,2.8
2699,.5...76.9...2.6....................4..8..9.2.6.9.5.3..5.38........1...7.74..3....,2.8
2700,...1..3.....7..1......24.6.....6.73..9......825...8......6.18...24.8.5.3.1..3....,2.8
2701,7......8.421.5......8.....5....1...66..8..9....4..28...7....5.1...59.6......4...2,2.8
2702,1....96.....2.......3.8.1.7.2....8...1.....59...4..7..89...6.3.3....1.8.6........,2.8
2703,........6.9...85..3...1.2...5......4...8....9..315....8..56.....21.4.6.........17,2.8
2704,3..6..4..5.47......1..5.38.7.......5.6...9..1......63.....1.7.3.7.86....6..5..1..,2.8
2705,....826..1....3......6.75.87....1.4..3..9..7...1....8........694..2.6.....51..3..,2.8
2706,....348.5...8.9..............1.4..365......9.7...2......2..5.1..97..8......29..63,2.8
2707,...5..9.8.2.3..4..4.6.....2..1..35........347.7........8917........8......46...7.,2.8
2708,2.56.....4.....8..7.19....3..4....15.....9...8...45..7....3..2.......6.15.9......,2.8
2709,..........31...45...5.7.6.3.6.......7..912........398.8.45....2...8.....9......6.,2.8
2710,.647.....7.....8...2..91.4.39...4.15..6.7........5...9......138.1...5......6..9..,2.8
2711,5............53..8.2.6..4.........1.2...4.5.37.9......8..5.9.2...43...7..7....1..,2.8
2712,..1.7........5.96......18..4........86..4...7.79....53..46..3.5..5..9.1..........,2.8
2713,8....6.2...1.9...6....7...1..56.8.....8.43....4.2...7.......4..35...1...2..38....,2.8
2714,........5.4..9..6...1.8..2.6....72..72....8...84.2.65.2....1..3..8...5...7.9.....,2.8
2715,....71...91.3..7.....4...5.35.....8..8.6....567..4.93....2.5......96.4...3.......,2.8
2716,4.7.8....81...6.9.....5.2...9.4.1..8.............7..257..3.......2...75.....9..1.,2.8
2717,2..9.6.37.....2..6...43.....3.685....1..7....7..1..6....7.....2.68...9.3.9....74.,2.8
2718,83.1..2..........34....67.......8.7..1..7....6.....415..2457...........6.4....5..,2.8
2719,....8.....4.7.3...9.76......3.4....8.1.93..4..5.......3.6.1.2.......2.3...2.6.91.,2.8
2720,.1.....6.2..64....3..7.82..6...9.54............4..6..2.4...5..1..2..9.5...7.2...8,2.8
2721,.92....4.......6.......45.7.6.7.........5.1....3..28.....6..738..1.27....563.....,2.8
2722,8..1..96..3............42.1..........75.....39..5...8...18......9.4.1..2...95..4.,2.8
2723,8..4...7..41.8.9.63..2......6.....5...7...6.9..37...4.7.....1.5..........5..49...,2.8
2724,..........8...4.1.164...5..6.31......527.....4..25..3......9.6....81...38......52,2.8
2725,...5...8.12.......9...176..........36.....54.591.....8....7...24...9..152...31...,2.8
2726,....17...58.........2985....6....5.39..6...7.2...3.....3..569.........1.6......2.,2.8
2727,....8...21683.5...95....3..4359....8.1..............9.5...4..29.86...........76..,2.8
2728,...8.57..48.2........73...26..3.259....5...23.5....6...1.9..2.....6.19....3....7.,2.8
2729,4....1..5.....4.7..368.....8.........14..2.5..52..7...36..9..82.2....71..........,2.8
2730,.........1.7......9...864....2.....6......7.1..9.5..2.2..7...6..3...5.97.9.84...3,2.8
2731,....5..6....9..5..12.........94.....5.2.6.9.3..63..4.........9....7...8148...1...,2.8
2732,...6....54.5.7..8.....2.74..9....1..6.89......5.7........2..4.8..6.5....8.1.6...3,2.8
2733,.....6.47..34........7.51..1......28.6...7....4...93.545....681.2....4.......1...,2.8
2734,..791....3...48......2........4..91.58.7...62.3..8...592......1.5.....4.....2....,2.8
2735,7..9..2...685.....4.56.2..........9..7..2.1.4...4..5....48..36..........8...6.4.2,2.8
2736,3.168..2....3..17........4.....43...8..2.7.1...21....5..5....8..26..............4,2.8
2737,.7.1...4...4........892.65....392..8..6...2.....7..3..1.9..8...2....1..........3.,2.8
2738,..9.247.3.3.7.....2.......9..794...5.98..26.7.5.....1......8......16..9..2..3...1,2.8
2739,.258..9...4..3......81..6.......84...3......62.......9..4...1.....2..59..7..4.8..,2.8
2740,4.9..2.8....8......3..4.9...4..5.2.7.....9...9...7..54.7......65.3.....1...1...3.,2.8
2741,3..4....68..5.1.......2....2.1..4.....3....17..98........19.6.4......2..4..7.3...,2.8
2742,3....6.4...94...73.5...92......8..6...3......78..91...1......5........8....723...,2.8
2743,7.......4.4..9.5......2.897..2.794...1.....2...64.......8...9......6...3.7..48..5,2.8
2744,6...5..9...4...875..3.....1.........38.9.4...1.9.6..8...8..9.3....275...2.7......,2.8
2745,...29.1.............8.1.762..1.6.4.8...1...355.64......6.....9.......8.19.5.3....,2.8
2746,...47..9.15............1..7.3....2..6.1.8....5..73...8.16......3.......4....968.5,2.8
2747,.....86.7.....9.3...732....8.........9.2..7...4.9.6.18..3..594..24....7.1........,2.8
2748,...5..2..7.4........6..1.83481.2...7......9.2.5..1...61...593..36.........7......,2.8
2749,..3...........25.4..65.......1..7.6..2.4..7.5..............3...7...1..2..4.2..9..,2.8
2750,1...75........1...59.6..4...43...19..8......2..7....8..5...6..1....4.3.......2..6,2.8
2751,4.9..5.7....3.......5...1......2.6..2...4.9.....6.8..793....2...56.9...1.....7...,2.8
2752,.5......68...9....976..42.........2.5.4.7.3....8..1.7.....1..42....62.8.4..8..1..,2.8
2753,..2.786...6...3...4..1.....8..52.4..........7621....3.2...8..1....7...89.....45..,2.8
2754,....472.9.25.9.3.4..1..5.........4...8...1.....63...92.....2...9...7...88.......6,2.8
2755,....345..8.......1.7.8.2..3...29.....61..7..52.9....8..4.........7........27.5.6.,2.8
2756,5.......1......6.7176....326.35...4......1....94.7....34..5.....5.3.8......2...1.,2.8
2757,67.9..8...4......2....8..7..92374...........1......2....3...56...67.....9..86..43,2.8
2758,.3..4.8....4.9.51.9..1.....7.8.....61.5....3......695.......1...1...2.43...4....5,2.8
2759,12.....6..6.7.......4..2.35.9...67......4...3...8......1.9.....8...1..4...5....9.,2.8
2760,.......9..9.1.5..22...3754.5..8..2...67...93...8.......5....8......74..6.........,2.8
2761,3........9...1...7..4..5.6......3...2..6..9.8..8..9726..318...5.2....1.....5...72,2.8
2762,89..5..4...1....2....6....1.5...9.8..6.83..94.2.........2..6..3..........4..8...9,2.8
2763,......8..1...7..929...28.6.5.98......4.....3..3...9...7.....654.1.2....76..7..2..,2.8
2764,64...1......9...8...3..75...54...8...3....2.7...12........893.1........9.6.....5.,2.8
2765,..5.2...37...389..2.4..5...4......8....2...6.......1.46.....8...51..63.........4.,2.8
2766,..2.6.4.3....8..9.4..1....6..6.3......1..9.82.5.4........34...7.......68.9...2...,2.8
2767,3....6.82.7.8.5.3...92......5..7...6..851...9.....8..3.....4.....1......432....1.,2.8
2768,2...7..8.5...41.2....8.......3...9....56....18.1.5.6.3.3..6....7..3.5..8....8.7..,2.8
2769,.6.....9..5.3.27..3...8.1.5.42.3..1..8.9.6.....6........749...6.............2...9,2.8
2770,1.....3....25....1...9.8.4.6.84..9...4...5.7.........68...3...27..8...9.2........,2.8
2771,.....9.6.....32.4..5......8..6.......259.....1....479....68...2.4...1.7...7.....6,2.8
2772,.9.5....38...23.5.7....4....1..97..85...4.37.4..2....1........7.2....91....8...3.,2.8
